Timestamp;Frame HEX;ID;Sts;FlightStatus;GNSS Fix;GNSS Fix Type;Lat;LatFloat;Lon;LonFloat;Altitude GNSS;Altitude Baro;Pressure;Pressure Float;Temperature;Temperature Float;Acc X;Acc X Float;Acc Y;Acc Y Float;Acc Z;Acc Z Float;Gyro X;Gyro X Float;Gyro Y;Gyro Y Float;Gyro Z;Gyro Z Float;Annex 0;Annex 0 Float;Annex 1;Annex 1 Float;CRC Received;CRC Calculated;CRC Check
[00:42:15.269] ;f0 03 3f 00 2f 86 f5 19 91 c7 e2 00 31 00 02 0f c9 ff 1d 08 15 00 11 00 ba ff ed ff 00 00 00 00 c1;3;193;1;0;0;435521071;43.5521;14862225;1.48622;49;41.7426;4129776;1008.25;3842;38.42;-55;-0.0268555;2077;1.01416;21;0.0102539;17;1.0376;-70;-4.27246;-19;-1.15967;0;-2048;0;-2048;0;0;1
[00:42:15.775] ;a8 03 3f 00 2f 86 f5 19 91 c7 e2 00 31 00 02 0f d3 ff 1c 08 4b 00 11 00 bd ff eb ff 00 00 00 00 c1;3;193;1;0;0;435521071;43.5521;14862225;1.48622;49;41.8906;4129704;1008.23;3842;38.42;-45;-0.0219727;2076;1.01367;75;0.0366211;17;1.0376;-67;-4.08936;-21;-1.28174;0;-2048;0;-2048;0;0;1
[00:42:16.270] ;22 04 3f 00 2f 86 f5 19 91 c7 e2 00 31 00 02 0f da ff 20 08 2a 00 0d 00 c3 ff ee ff 00 00 00 00 c1;3;193;1;0;0;435521071;43.5521;14862225;1.48622;49;41.6422;4129826;1008.26;3842;38.42;-38;-0.0185547;2080;1.01563;42;0.0205078;13;0.793457;-61;-3.72314;-18;-1.09863;0;-2048;0;-2048;0;0;1
[00:42:16.771] ;35 04 3f 00 2f 86 f5 19 91 c7 e2 00 31 00 02 0f d9 ff 1e 08 23 00 13 00 a7 ff ee ff 00 00 00 00 c1;3;193;1;0;0;435521071;43.5521;14862225;1.48622;49;41.6026;4129845;1008.26;3842;38.42;-39;-0.019043;2078;1.01465;35;0.0170898;19;1.15967;-89;-5.43213;-18;-1.09863;0;-2048;0;-2048;0;0;1
[00:42:17.272] ;39 04 3f 00 2f 86 f5 19 91 c7 e2 00 31 00 02 0f c8 ff 1a 08 31 00 0e 00 c3 ff ef ff 00 00 00 00 c1;3;193;1;0;0;435521071;43.5521;14862225;1.48622;49;41.5947;4129849;1008.26;3842;38.42;-56;-0.0273438;2074;1.0127;49;0.0239258;14;0.854492;-61;-3.72314;-17;-1.0376;0;-2048;0;-2048;0;0;1
[00:42:17.794] ;70 04 3f 00 2f 86 f5 19 91 c7 e2 00 31 00 02 0f d2 ff 1e 08 2f 00 0d 00 ad ff ec ff 00 00 00 00 c1;3;193;1;0;0;435521071;43.5521;14862225;1.48622;49;41.4811;4129904;1008.28;3842;38.42;-46;-0.0224609;2078;1.01465;47;0.0229492;13;0.793457;-83;-5.06592;-20;-1.2207;0;-2048;0;-2048;0;0;1
[00:42:18.274] ;c9 03 3f 00 2f 86 f5 19 91 c7 e2 00 31 00 02 0f df ff 21 08 32 00 0e 00 ba ff f0 ff 00 00 00 00 c1;3;193;1;0;0;435521071;43.5521;14862225;1.48622;49;41.8219;4129737;1008.24;3842;38.42;-33;-0.0161133;2081;1.01611;50;0.0244141;14;0.854492;-70;-4.27246;-16;-0.976563;0;-2048;0;-2048;0;0;1
[00:42:18.774] ;a1 04 3f 00 2f 86 f5 19 91 c7 e2 00 31 00 02 0f d5 ff 1f 08 21 00 11 00 b3 ff ee ff 00 00 00 00 c1;3;193;1;0;0;435521071;43.5521;14862225;1.48622;49;41.3833;4129953;1008.29;3842;38.42;-43;-0.0209961;2079;1.01514;33;0.0161133;17;1.0376;-77;-4.69971;-18;-1.09863;0;-2048;0;-2048;0;0;1
[00:42:19.281] ;23 05 3f 00 2f 86 f5 19 91 c7 e2 00 31 00 02 0f cd ff 1f 08 2f 00 10 00 c2 ff f0 ff 00 00 00 00 c1;3;193;1;0;0;435521071;43.5521;14862225;1.48622;49;41.1164;4130083;1008.32;3842;38.42;-51;-0.0249023;2079;1.01514;47;0.0229492;16;0.976563;-62;-3.78418;-16;-0.976563;0;-2048;0;-2048;0;0;1
[00:42:19.776] ;1e 04 3f 00 2f 86 f5 19 91 c7 e2 00 31 00 01 0f eb ff 20 08 36 00 0c 00 b2 ff ed ff 00 00 00 00 c1;3;193;1;0;0;435521071;43.5521;14862225;1.48622;49;41.6502;4129822;1008.26;3841;38.41;-21;-0.0102539;2080;1.01563;54;0.0263672;12;0.732422;-78;-4.76074;-19;-1.15967;0;-2048;0;-2048;0;0;1
[00:42:20.276] ;23 04 3f 00 2f 86 f5 19 91 c7 e2 00 31 00 02 0f d7 ff 1f 08 26 00 0e 00 dd ff ef ff 00 00 00 00 c1;3;193;1;0;0;435521071;43.5521;14862225;1.48622;49;41.6396;4129827;1008.26;3842;38.42;-41;-0.0200195;2079;1.01514;38;0.0185547;14;0.854492;-35;-2.13623;-17;-1.0376;0;-2048;0;-2048;0;0;1
[00:42:20.784] ;33 04 3f 00 2f 86 f5 19 91 c7 e2 00 31 00 01 0f ed ff 1d 08 28 00 10 00 aa ff ef ff 00 00 00 00 c1;3;193;1;0;0;435521071;43.5521;14862225;1.48622;49;41.6079;4129843;1008.26;3841;38.41;-19;-0.00927734;2077;1.01416;40;0.0195313;16;0.976563;-86;-5.24902;-17;-1.0376;0;-2048;0;-2048;0;0;1
[00:42:21.280] ;5e 03 3f 00 2f 86 f5 19 91 c7 e2 00 31 00 02 0f e3 ff 1f 08 27 00 12 00 b6 ff ee ff 00 00 00 00 c1;3;193;1;0;0;435521071;43.5521;14862225;1.48622;49;42.0412;4129630;1008.21;3842;38.42;-29;-0.0141602;2079;1.01514;39;0.019043;18;1.09863;-74;-4.5166;-18;-1.09863;0;-2048;0;-2048;0;0;1
[00:42:21.779] ;6b 04 3f 00 2f 86 f5 19 91 c7 e2 00 31 00 03 0f 0c 00 1c 08 43 00 0f 00 c2 ff f0 ff 00 00 00 00 c1;3;193;1;0;0;435521071;43.5521;14862225;1.48622;49;41.4916;4129899;1008.28;3843;38.43;12;0.00585938;2076;1.01367;67;0.0327148;15;0.915527;-62;-3.78418;-16;-0.976563;0;-2048;0;-2048;0;0;1
[00:42:22.280] ;fb 03 3f 00 2f 86 f5 19 91 c7 e2 00 31 00 03 0f d5 ff 1d 08 20 00 0f 00 b2 ff ec ff 00 00 00 00 c1;3;193;1;0;0;435521071;43.5521;14862225;1.48622;49;41.7215;4129787;1008.25;3843;38.43;-43;-0.0209961;2077;1.01416;32;0.015625;15;0.915527;-78;-4.76074;-20;-1.2207;0;-2048;0;-2048;0;0;1
[00:42:22.784] ;df 04 3f 00 2f 86 f5 19 91 c7 e2 00 31 00 03 0f db ff 1a 08 43 00 10 00 cc ff f1 ff 00 00 00 00 c1;3;193;1;0;0;435521071;43.5521;14862225;1.48622;49;41.2565;4130015;1008.3;3843;38.43;-37;-0.0180664;2074;1.0127;67;0.0327148;16;0.976563;-52;-3.17383;-15;-0.915527;0;-2048;0;-2048;0;0;1
[00:42:23.281] ;0f 04 3f 00 2f 86 f5 19 91 c7 e2 00 31 00 02 0f d0 ff 1c 08 41 00 0d 00 b0 ff ed ff 00 00 00 00 c1;3;193;1;0;0;435521071;43.5521;14862225;1.48622;49;41.6792;4129807;1008.25;3842;38.42;-48;-0.0234375;2076;1.01367;65;0.0317383;13;0.793457;-80;-4.88281;-19;-1.15967;0;-2048;0;-2048;0;0;1
[00:42:23.782] ;d3 03 3f 00 2f 86 f5 19 91 c7 e2 00 31 00 02 0f ca ff 1e 08 24 00 11 00 d2 ff f0 ff 00 00 00 00 c1;3;193;1;0;0;435521071;43.5521;14862225;1.48622;49;41.8034;4129747;1008.24;3842;38.42;-54;-0.0263672;2078;1.01465;36;0.0175781;17;1.0376;-46;-2.80762;-16;-0.976563;0;-2048;0;-2048;0;0;1
[00:42:24.286] ;ff 03 3f 00 2f 86 f5 19 91 c7 e2 00 31 00 03 0f df ff 1e 08 48 00 0d 00 a3 ff ec ff 00 00 00 00 c1;3;193;1;0;0;435521071;43.5521;14862225;1.48622;49;41.7136;4129791;1008.25;3843;38.43;-33;-0.0161133;2078;1.01465;72;0.0351563;13;0.793457;-93;-5.67627;-20;-1.2207;0;-2048;0;-2048;0;0;1
